"","cod_mun","populacao","faixa_pop","pib_per_cap","Num_sc","Num_pl","Num_chl","Num_consor","Num_fu","ser_perc","nota_transp_2016","leg.dummie_2012","idhm_quintil","idhm_2013"
"3811","4116307",3883,"1 - Até 5000",18258.98,3,2,3,1,3,52.4,8,1,"quarto",0.726
"3812","4116406",4059,"1 - Até 5000",14875.59,2,2,3,1,3,0,4.1,1,"quarto",0.709
"3813","4116505",1509,"1 - Até 5000",22865.56,2,2,3,1,3,32.5,2.4,1,"quarto",0.717
"3814","4116604",3556,"1 - Até 5000",16580.22,3,2,3,1,3,24.8,8.5,0,"quarto",0.698
"3815","4116703",11659,"3 - 10001 até 20000",34330.27,2,3,3,1,3,31.3,9.8,1,"quinto",0.733
"3816","4116802",6833,"2 - 5001 até 10000",23677.89,1,2,3,1,3,35.9,6.5,1,"terceiro",0.658
"3817","4116901",27783,"4 - 20001 até 50000",20386.41,2,2,3,1,3,35.6,8.3,0,"quarto",0.722
"3818","4116950",5211,"2 - 5001 até 10000",16876.49,3,3,3,1,3,46.2,8.2,1,"quarto",0.714
"3819","4117008",8361,"2 - 5001 até 10000",16303.16,2,2,3,1,3,34.3,7.8,1,"terceiro",0.688
"3820","4117057",11988,"3 - 10001 até 20000",13030.01,2,3,3,1,3,24.7,8.1,1,"segundo",0.642
"3821","4117107",13461,"3 - 10001 até 20000",18746.92,3,3,3,1,3,34.7,8.1,1,"quinto",0.758
"3822","4117206",5758,"2 - 5001 até 10000",11251.42,2,2,2,1,3,25.4,2,1,"quarto",0.71
"3823","4117214",4135,"1 - Até 5000",13473.96,1,2,3,1,3,24.4,3,1,"terceiro",0.68
"3824","4117222",8044,"2 - 5001 até 10000",34376.16,2,3,2,1,3,28.8,9.2,1,"quinto",0.731
"3825","4117255",10710,"3 - 10001 até 20000",22565.45,3,3,3,2,3,49.8,3.9,0,"quarto",0.716
"3826","4117271",6943,"2 - 5001 até 10000",14801.83,3,3,3,1,3,35.7,3.9,1,"terceiro",0.651
"3827","4117297",2906,"1 - Até 5000",17487.11,3,2,2,1,3,27.4,7,1,"quarto",0.71
"3828","4117305",23530,"4 - 20001 até 50000",28567.92,2,2,3,1,3,18.2,8.7,1,"segundo",0.609
"3829","4117404",3485,"1 - Até 5000",24397.03,3,2,2,1,3,24,6,1,"quarto",0.72
"3830","4117453",5952,"2 - 5001 até 10000",24502.58,2,2,3,3,3,41.5,7.2,1,"quarto",0.709
"3831","4117503",38846,"4 - 20001 até 50000",12941.08,3,3,3,1,3,42.2,6.4,0,"quarto",0.716
"3832","4117602",46996,"4 - 20001 até 50000",18029.47,2,3,3,1,3,15,7.8,0,"terceiro",0.66
"3833","4117701",33613,"4 - 20001 até 50000",29008.23,3,2,3,1,3,30.7,9.6,1,"quarto",0.718
"3834","4117800",14626,"3 - 10001 até 20000",13986.53,3,3,3,1,3,28.8,6.8,1,"segundo",0.639
"3835","4117909",30598,"4 - 20001 até 50000",47319.48,2,3,3,1,3,42.8,3.1,1,"quinto",0.768
"3836","4118006",12839,"3 - 10001 até 20000",15757.61,3,2,3,1,3,27.3,5.6,1,"quinto",0.746
"3837","4118105",10968,"3 - 10001 até 20000",22674.06,2,2,2,1,3,41.4,5.5,0,"quarto",0.717
"3838","4118204",149467,"6 - 100001 até 500000",43306.16,3,2,3,1,3,28,8.7,0,"quinto",0.75
"3839","4118303",3016,"1 - Até 5000",15483.97,3,2,3,1,3,30,4.1,1,"quarto",0.709
"3840","4118402",86218,"5 - 50001 até 100000",22464.31,3,1,3,1,3,54.1,8.9,1,"quinto",0.763
"3841","4118451",5239,"2 - 5001 até 10000",24362.8,2,3,2,1,3,35.8,8.2,1,"quinto",0.747
"3842","4118501",78136,"5 - 50001 até 100000",36198.16,2,3,3,1,3,40,9.5,1,"quinto",0.782
"3843","4118600",5737,"2 - 5001 até 10000",40416.94,2,2,3,1,3,0,6.9,0,"quarto",0.717
"3844","4118709",7256,"2 - 5001 até 10000",32822.12,2,2,3,1,3,0,5,0,"quarto",0.708
"3845","4118808",14116,"3 - 10001 até 20000",17897.86,2,2,3,1,3,20.3,2.4,0,"quarto",0.723
"3846","4118857",5960,"2 - 5001 até 10000",20523.53,2,2,2,1,2,21.9,2,1,"quarto",0.713
"3847","4118907",10852,"3 - 10001 até 20000",49172.16,2,2,2,1,3,33.1,2.3,1,"quarto",0.7
"3848","4119004",6783,"2 - 5001 até 10000",19320.33,3,3,3,2,3,46.2,8.2,1,"quarto",0.726
"3849","4119103",12086,"3 - 10001 até 20000",51270.57,3,3,3,1,3,42.2,1,1,"quarto",0.694
"3850","4119152",125808,"6 - 100001 até 500000",40720.79,3,3,3,1,3,32.9,10,1,"quinto",0.751
"3851","4119202",6417,"2 - 5001 até 10000",17608.41,3,3,3,1,3,10.4,8.3,1,"quarto",0.697
"3852","4119251",2732,"1 - Até 5000",14602.86,2,3,3,1,3,40,6.8,1,"quarto",0.695
"3853","4119301",31800,"4 - 20001 até 50000",28673.87,2,3,3,1,3,30.8,8.8,0,"terceiro",0.654
"3854","4119400",24786,"4 - 20001 até 50000",24025.81,2,2,3,2,3,1.4,7.7,1,"quarto",0.708
"3855","4119509",102798,"6 - 100001 até 500000",10904.92,3,2,3,1,3,29.4,7.4,1,"quarto",0.7
"3856","4119608",32626,"4 - 20001 até 50000",21252.29,2,3,3,1,3,18.5,8.4,1,"quarto",0.702
"3857","4119657",3039,"1 - Até 5000",18740.66,2,2,2,1,3,27.8,3.1,1,"quarto",0.71
"3858","4119707",4264,"1 - Até 5000",19671.15,2,3,2,1,3,35.8,5.6,1,"quarto",0.705
"3859","4119806",13944,"3 - 10001 até 20000",17815.48,3,2,3,1,3,48.7,7.7,1,"quarto",0.706
"3860","4119905",334535,"6 - 100001 até 500000",33827.94,3,3,3,1,3,0.3,7,1,"quinto",0.763
"3861","4120002",14086,"3 - 10001 até 20000",31252.81,3,3,3,1,3,0.7,3,1,"quinto",0.738
"3862","4120101",4755,"1 - Até 5000",18149.65,2,3,3,1,3,0,2.8,1,"quarto",0.7
"3863","4120150",3601,"1 - Até 5000",22015.12,2,3,2,1,3,38.7,7.1,1,"terceiro",0.688
"3864","4120200",2606,"1 - Até 5000",18064.69,3,2,3,1,3,19.8,3,0,"quinto",0.735
"3865","4120309",4141,"1 - Até 5000",14026.4,2,3,3,1,3,45.5,6.9,0,"terceiro",0.685
"3866","4120333",3641,"1 - Até 5000",25895.29,1,3,3,1,3,0,7.7,0,"quarto",0.71
"3867","4120358",5600,"2 - 5001 até 10000",28176.54,2,3,3,1,3,32.1,6.1,0,"quinto",0.752
"3868","4120507",11222,"3 - 10001 até 20000",19321.88,2,2,3,1,3,24.9,8.7,1,"quarto",0.701
"3869","4120606",51281,"5 - 50001 até 100000",16781,3,2,3,1,3,38.4,7.7,1,"terceiro",0.676
"3870","4120655",4855,"1 - Até 5000",35808.9,2,2,3,1,3,43.7,8.2,1,"quarto",0.71
"3871","4120705",7377,"2 - 5001 até 10000",26623.24,2,2,3,1,3,34.2,3.7,0,"quarto",0.714
"3872","4120804",21738,"4 - 20001 até 50000",52128.11,2,2,3,1,3,29.1,7.7,1,"quinto",0.742
"3873","4120853",3981,"1 - Até 5000",36762.3,2,3,3,1,3,39.9,9,0,"quinto",0.791
"3874","4120903",32693,"4 - 20001 até 50000",29483.93,3,2,3,1,3,0,2.9,1,"terceiro",0.681
"3875","4121000",12210,"3 - 10001 até 20000",13813.13,3,3,3,1,3,33.8,0.3,0,"terceiro",0.688
"3876","4121109",5030,"2 - 5001 até 10000",27563.16,3,2,2,1,3,53.8,4.8,1,"quarto",0.715
"3877","4121208",18257,"3 - 10001 até 20000",14786.5,2,2,2,1,3,35,6.2,1,"terceiro",0.68
"3878","4121257",4359,"1 - Até 5000",16954.94,2,2,3,2,3,28.7,9.3,0,"segundo",0.63
"3879","4121307",4004,"1 - Até 5000",18206.38,2,2,3,1,3,28.6,1.9,1,"quarto",0.707
"3880","4121356",2850,"1 - Até 5000",41866.47,3,2,2,1,3,29.9,0.7,1,"quarto",0.704
"3881","4121406",16978,"3 - 10001 até 20000",26478.68,3,3,3,1,3,27.6,7.9,0,"quarto",0.722
"3882","4121505",14812,"3 - 10001 até 20000",19483.87,3,3,3,1,3,29.9,2.5,0,"terceiro",0.672
"3883","4121604",6986,"2 - 5001 até 10000",29864.59,2,2,2,1,3,46.5,8.3,1,"quinto",0.733
"3884","4121703",26397,"4 - 20001 até 50000",17042.41,2,2,3,1,3,43.5,5.9,1,"segundo",0.618
"3885","4121752",7757,"2 - 5001 até 10000",15303.08,2,3,3,1,3,22.1,7.7,0,"terceiro",0.648
"3886","4121802",10952,"3 - 10001 até 20000",30097.96,2,3,3,0,3,0,4.8,1,"quarto",0.716
"3887","4121901",13692,"3 - 10001 até 20000",11631.32,2,2,3,1,3,0,4.8,1,"quarto",0.701
"3888","4122008",14913,"3 - 10001 até 20000",27199.79,3,3,3,1,3,38.9,3.2,0,"terceiro",0.687
"3889","4122107",3372,"1 - Até 5000",16826.15,2,2,2,1,3,34.1,9.8,1,"quinto",0.729
"3890","4122156",13532,"3 - 10001 até 20000",16197.18,2,2,3,1,3,20.5,1.7,0,"segundo",0.629
"3891","4122172",4072,"1 - Até 5000",19329.75,3,3,3,1,3,20,8.2,0,"segundo",0.64
"3892","4122206",32092,"4 - 20001 até 50000",37681.05,3,2,3,1,3,21.1,1.2,1,"terceiro",0.679
"3893","4122305",33157,"4 - 20001 até 50000",27163.26,3,2,3,1,3,38.2,10,1,"quinto",0.76
"3894","4122404",62590,"5 - 50001 até 100000",35053.37,3,2,3,1,3,48.4,5,1,"quinto",0.739
"3895","4122503",11212,"3 - 10001 até 20000",28096.28,2,3,3,1,3,36.1,8.9,0,"terceiro",0.681
"3896","4122602",9441,"2 - 5001 até 10000",27162.56,3,3,3,1,3,36.4,0.7,1,"quarto",0.713
"3897","4122651",5437,"2 - 5001 até 10000",13936.5,3,3,3,1,3,22.3,5.7,1,"terceiro",0.662
"3898","4122701",6524,"2 - 5001 até 10000",53112.53,1,2,2,1,3,27.4,7.1,1,"quinto",0.74
"3899","4122800",4213,"1 - Até 5000",20781.74,2,3,2,1,3,47.5,7.1,1,"quarto",0.7
"3900","4122909",5223,"2 - 5001 até 10000",13223.7,2,2,2,1,3,26.6,6.7,1,"quarto",0.704
"3901","4123006",14450,"3 - 10001 até 20000",20129.3,3,3,3,2,3,33.7,6.4,1,"quarto",0.718
"3902","4123105",3726,"1 - Até 5000",13671.54,3,2,3,1,3,38.6,1.7,0,"terceiro",0.653
"3903","4123204",3625,"1 - Até 5000",21376.22,2,2,3,1,3,40.8,0,0,"quarto",0.723
"3904","4123303",8194,"2 - 5001 até 10000",22786.41,3,3,3,1,3,28.9,1.5,1,"quarto",0.71
"3905","4123402",11297,"3 - 10001 até 20000",18697.88,3,2,3,1,3,55.7,1.7,1,"quarto",0.705
"3906","4123501",25159,"4 - 20001 até 50000",27749,2,2,3,1,3,47.1,9.8,1,"quinto",0.744
"3907","4123600",1784,"1 - Até 5000",19042.58,1,2,3,1,3,23.8,4.6,1,"quarto",0.717
"3908","4123709",8915,"2 - 5001 até 10000",15739.56,2,2,2,1,3,26.6,4.3,1,"quarto",0.72
"3909","4123808",14039,"3 - 10001 até 20000",17577.24,3,3,3,1,3,32.7,8.4,1,"quarto",0.696
"3910","4123824",3986,"1 - Até 5000",23218.77,2,3,2,1,3,33.3,4.6,1,"terceiro",0.687
"3911","4123857",11159,"3 - 10001 até 20000",13508,3,3,3,1,3,51,6.1,1,"segundo",0.609
"3912","4123907",12496,"3 - 10001 até 20000",18906.49,3,2,2,1,3,33.3,7,1,"quarto",0.7
"3913","4123956",3815,"1 - Até 5000",16076,2,2,2,1,3,29.7,5,1,"quarto",0.704
"3914","4124004",5291,"2 - 5001 até 10000",13912.81,2,2,3,2,3,21.9,4.3,1,"terceiro",0.687
"3915","4124020",10528,"3 - 10001 até 20000",30656.83,3,2,2,1,3,39.8,7.5,1,"quarto",0.705
"3916","4124053",22353,"4 - 20001 até 50000",20643.18,3,3,3,0,3,48.3,5.5,0,"quinto",0.738
"3917","4124103",45031,"4 - 20001 até 50000",19421.97,3,2,3,1,3,40.3,7.9,0,"quarto",0.718
"3918","4124202",2765,"1 - Até 5000",13639.39,2,2,2,1,3,32.7,6.3,1,"quarto",0.696
"3919","4124301",2359,"1 - Até 5000",21340.47,2,2,3,2,3,14.7,0.2,0,"quarto",0.716
"3920","4124400",19855,"3 - 10001 até 20000",20329.48,2,3,3,1,3,40.7,7.9,1,"terceiro",0.671
"3921","4124509",5468,"2 - 5001 até 10000",38684.29,3,2,3,1,3,24.5,7.5,1,"quinto",0.739
"3922","4124608",6713,"2 - 5001 até 10000",33409.59,2,3,3,1,3,31.6,5.7,0,"terceiro",0.682
"3923","4124707",11570,"3 - 10001 até 20000",12868.47,2,2,3,1,3,27.9,7.8,0,"segundo",0.637
"3924","4124806",10743,"3 - 10001 até 20000",44635.77,3,3,3,1,3,34,6.8,1,"quarto",0.727
"3925","4124905",6044,"2 - 5001 até 10000",15222.92,1,3,3,1,3,35,7,1,"terceiro",0.664
"3926","4125001",11342,"3 - 10001 até 20000",19353.74,2,2,3,2,3,24.6,2.8,1,"quarto",0.693
"3927","4125100",14583,"3 - 10001 até 20000",27389.84,2,2,3,0,3,17.1,8.2,0,"segundo",0.629
"3928","4125209",9307,"2 - 5001 até 10000",21866.3,2,3,3,2,3,36.7,4.2,0,"quarto",0.722
"3929","4125308",5673,"2 - 5001 até 10000",38554.64,2,1,2,1,3,34.8,9.2,1,"quinto",0.743
"3930","4125357",6051,"2 - 5001 até 10000",17959.95,2,3,3,1,3,40.1,6.4,0,"terceiro",0.676
"3931","4125407",6567,"2 - 5001 até 10000",15550.95,1,2,3,1,3,16.5,7.5,1,"terceiro",0.671
"3932","4125456",3864,"1 - Até 5000",16506.99,2,2,2,2,3,21.9,5.5,1,"quarto",0.713
"3933","4125506",292934,"6 - 100001 até 500000",77617.36,3,2,3,2,3,57.8,2.1,0,"quinto",0.758
"3934","4125555",2175,"1 - Até 5000",20493.86,3,3,3,1,3,28.3,4.3,1,"quarto",0.725
"3935","4125605",44179,"4 - 20001 até 50000",25218.85,2,2,2,1,3,35.8,7.3,0,"quarto",0.719
"3936","4125704",27061,"4 - 20001 até 50000",34454.18,3,3,3,1,3,34.5,8.2,0,"quarto",0.704
"3937","4125753",6440,"2 - 5001 até 10000",23599.67,2,2,3,2,3,24.9,6.1,0,"terceiro",0.683
"3938","4125902",2490,"1 - Até 5000",24096.95,2,2,3,1,3,29.9,5.2,1,"quarto",0.704
"3939","4126009",8935,"2 - 5001 até 10000",17527.17,2,2,3,1,3,0,8.6,0,"quarto",0.715
"3940","4126108",5626,"2 - 5001 até 10000",25068.45,3,2,3,1,3,27.4,2.2,0,"quarto",0.725
"3941","4126207",6910,"2 - 5001 até 10000",12023.54,3,3,3,1,3,36.5,6.2,0,"terceiro",0.655
"3942","4126256",89388,"5 - 50001 até 100000",13688.15,3,1,3,1,3,34.8,8.3,1,"quarto",0.695
"3943","4126272",5333,"2 - 5001 até 10000",105312.6,3,2,2,1,3,36.2,3.5,1,"quarto",0.699
"3944","4126306",19229,"3 - 10001 até 20000",18966.73,3,2,3,1,3,21,3.5,0,"terceiro",0.663
"3945","4126355",4659,"1 - Até 5000",40891.82,2,2,3,1,3,37.4,7.3,1,"quinto",0.762
"3946","4126405",5771,"2 - 5001 até 10000",36067.52,2,3,3,1,3,0,5.3,1,"quarto",0.725
"3947","4126504",16315,"3 - 10001 até 20000",32502.23,0,2,3,1,3,32.4,9.6,0,"quarto",0.723
"3948","4126603",19881,"3 - 10001 até 20000",19414.76,2,3,3,1,3,45.6,7.5,0,"quarto",0.704
"3949","4126652",3329,"1 - Até 5000",21988.13,2,3,3,1,3,38.9,5.5,1,"quarto",0.693
"3950","4126678",13518,"3 - 10001 até 20000",17209.53,2,2,3,1,3,33.7,0.9,0,"segundo",0.621
"3951","4126702",4954,"1 - Até 5000",17794.38,2,2,2,1,3,22.6,5.6,0,"quinto",0.731
"3952","4126801",15572,"3 - 10001 até 20000",24618.46,3,3,3,1,3,30.5,4.5,1,"quarto",0.703
"3953","4126900",5878,"2 - 5001 até 10000",16555.07,3,2,3,1,3,0,4.6,1,"quarto",0.697
"3954","4127007",11321,"3 - 10001 até 20000",22676.47,2,3,3,1,3,32.9,6.1,1,"terceiro",0.671
"3955","4127106",75054,"5 - 50001 até 100000",33765.64,3,2,3,1,3,27.2,6.6,0,"quinto",0.734
"3956","4127205",16674,"3 - 10001 até 20000",20151.59,1,2,3,1,3,31.5,7.6,1,"quarto",0.728
"3957","4127304",16197,"3 - 10001 até 20000",17332.38,2,3,3,1,3,23.2,5.2,1,"quarto",0.71
"3958","4127403",17461,"3 - 10001 até 20000",30983.05,3,3,3,1,3,22,7.7,1,"quarto",0.714
"3959","4127502",20283,"4 - 20001 até 50000",34019.48,2,3,3,1,3,38.1,9.6,0,"terceiro",0.664
"3960","4127601",15776,"3 - 10001 até 20000",24266.38,3,2,3,1,3,20,7.3,0,"segundo",0.636
"3961","4127700",130295,"6 - 100001 até 500000",34298.19,3,3,3,1,3,57,9.1,0,"quinto",0.768
"3962","4127809",8696,"2 - 5001 até 10000",15283.29,2,2,3,3,3,19.6,6.5,1,"quarto",0.699
"3963","4127858",12212,"3 - 10001 até 20000",20420.35,3,3,3,1,3,39.6,6.6,1,"terceiro",0.681
"3964","4127882",7347,"2 - 5001 até 10000",14497.37,0,2,3,1,3,30.5,6.1,0,"segundo",0.611
"3965","4127908",8873,"2 - 5001 até 10000",17973.81,2,2,3,1,3,0,3.9,1,"quarto",0.695
"3966","4127957",8252,"2 - 5001 até 10000",32797.73,2,3,3,1,3,29.4,8.6,1,"quinto",0.73
"3967","4127965",13860,"3 - 10001 até 20000",22086.36,2,2,2,1,3,38.9,6.7,1,"terceiro",0.672
"3968","4128005",21916,"4 - 20001 até 50000",31987.98,2,2,3,1,3,30.1,5.1,1,"quinto",0.739
"3969","4128104",107319,"6 - 100001 até 500000",25728.84,3,3,3,0,3,32.3,2.6,1,"quinto",0.761
"3970","4128203",55874,"5 - 50001 até 100000",20597.96,3,3,2,1,3,40,7.8,1,"quinto",0.74
"3971","4128302",2581,"1 - Até 5000",19372.85,1,2,2,1,3,33,1.2,0,"quarto",0.72
"3972","4128401",11711,"3 - 10001 até 20000",15931.69,2,2,3,1,3,15.9,3.1,1,"quarto",0.721
"3973","4128500",19843,"3 - 10001 até 20000",17384.31,3,3,3,1,3,11.2,5.9,1,"terceiro",0.687
"3974","4128534",10934,"3 - 10001 até 20000",17132.8,3,2,3,1,3,0,6.4,1,"terceiro",0.65
"3975","4128559",9038,"2 - 5001 até 10000",21310.21,2,3,3,2,3,26.4,6.8,1,"quarto",0.699
"3976","4128609",7853,"2 - 5001 até 10000",26167.96,3,3,3,1,3,22.8,7.8,1,"quarto",0.72
"3977","4128625",3116,"1 - Até 5000",20552.48,2,3,3,1,3,29.4,7,0,"terceiro",0.678
"3978","4128633",5822,"2 - 5001 até 10000",10669.04,2,2,3,0,3,32.2,7.1,0,"primeiro",0.546
"3979","4128658",4080,"1 - Até 5000",23993.26,2,2,2,1,3,8,4.5,1,"quarto",0.722
"3980","4128708",6801,"2 - 5001 até 10000",46796.41,2,3,3,1,3,35.8,9.5,1,"quarto",0.702
"3981","4128807",6047,"2 - 5001 até 10000",11494.16,2,3,3,1,3,22.8,4.3,1,"quarto",0.706
"3982","4200051",2643,"1 - Até 5000",23609.71,3,3,3,1,3,67.6,8.9,1,"quarto",0.694
"3983","4200101",17651,"3 - 10001 até 20000",32856.37,3,3,3,1,3,17.6,7.5,1,"quarto",0.696
"3984","4200200",10115,"3 - 10001 até 20000",25656.18,0,3,3,3,3,35.3,9.2,1,"quarto",0.725
"3985","4200309",5239,"2 - 5001 até 10000",25593.89,2,3,3,3,3,36.3,8.8,1,"quinto",0.741
"3986","4200408",7121,"2 - 5001 até 10000",36658.43,1,3,3,3,3,51.5,9.4,1,"quarto",0.698
"3987","4200507",6346,"2 - 5001 até 10000",13858.84,0,3,3,1,3,29.4,9.8,0,"quarto",0.713
"3988","4200556",2419,"1 - Até 5000",28896.96,2,2,3,1,3,50.3,8.4,1,"quinto",0.745
"3989","4200606",6020,"2 - 5001 até 10000",24222.42,1,2,3,0,3,27.1,10,1,"quarto",0.723
"3990","4200705",9794,"2 - 5001 até 10000",18143.18,1,2,3,0,3,21.2,7.1,0,"terceiro",0.668
"3991","4200754",1997,"1 - Até 5000",22562.71,1,2,3,1,3,19.7,7.6,1,"quinto",0.755
"3992","4200804",6066,"2 - 5001 até 10000",18826.2,2,2,3,1,3,37.1,4.9,1,"quarto",0.699
"3993","4200903",5109,"2 - 5001 até 10000",20589.48,0,3,3,0,3,27.3,6.6,0,"terceiro",0.687
"3994","4201000",8055,"2 - 5001 até 10000",12526.32,2,3,3,1,3,51.2,6.2,1,"terceiro",0.688
"3995","4201109",3256,"1 - Até 5000",15883.01,0,3,3,0,3,21.7,8.4,1,"terceiro",0.674
"3996","4201208",8012,"2 - 5001 até 10000",67505.02,0,3,3,0,3,17.3,10,0,"quinto",0.749
"3997","4201257",10211,"3 - 10001 até 20000",37959.26,0,2,3,0,3,0,10,1,"quarto",0.708
"3998","4201273",4273,"1 - Até 5000",23226.93,1,2,3,2,3,26.1,8.8,1,"quinto",0.733
"3999","4201307",31030,"4 - 20001 até 50000",52658.39,3,2,3,1,3,33.9,7.5,1,"quarto",0.703
"4000","4201406",65090,"5 - 50001 até 100000",23202.63,2,2,3,1,3,0,9.7,0,"quinto",0.76
"4001","4201505",8251,"2 - 5001 até 10000",20243.91,1,3,3,2,3,15.8,7.1,1,"quinto",0.77
"4002","4201604",3563,"1 - Até 5000",22833.69,3,3,3,1,3,35.4,8.3,1,"quinto",0.764
"4003","4201653",2276,"1 - Até 5000",27548.75,2,2,3,1,3,33.3,8.8,1,"quarto",0.715
"4004","4201703",7732,"2 - 5001 até 10000",20605.42,0,2,3,1,3,18.4,9.3,1,"quinto",0.742
"4005","4201802",3296,"1 - Até 5000",25435.11,1,3,3,3,3,28.1,8.2,1,"quinto",0.733
"4006","4201901",5668,"2 - 5001 até 10000",26938.19,2,2,3,3,3,28.4,9.4,0,"quinto",0.733
"4007","4201950",11248,"3 - 10001 até 20000",11123.35,2,2,3,1,3,21.9,8.8,1,"quinto",0.746
"4008","4202008",124557,"6 - 100001 até 500000",35843.49,2,2,3,1,3,26.8,9.6,1,"quinto",0.845
"4009","4202057",9580,"2 - 5001 até 10000",15799.08,1,3,3,1,3,13.6,8.9,1,"quarto",0.716
"4010","4202073",9551,"2 - 5001 até 10000",11739.5,3,3,3,1,3,15.1,6.4,1,"quarto",0.728
"4011","4202081",2836,"1 - Até 5000",16606.34,0,3,3,1,3,20.9,7.7,0,"terceiro",0.672
"4012","4202099",1815,"1 - Até 5000",17317.73,1,3,3,1,3,32.9,8.9,1,"quarto",0.701
"4013","4202107",25662,"4 - 20001 até 50000",49916.41,2,3,3,1,3,19.1,9.5,1,"quinto",0.738
"4014","4202131",6219,"2 - 5001 até 10000",22158.34,3,2,3,1,3,31.8,6.8,0,"terceiro",0.675
"4015","4202156",2696,"1 - Até 5000",17228.08,1,2,3,1,3,16.4,4.1,0,"quarto",0.705
"4016","4202206",11037,"3 - 10001 até 20000",18383.49,0,3,3,1,3,21.2,5.2,1,"quinto",0.74
"4017","4202305",63440,"5 - 50001 até 100000",24564.92,2,2,3,0,3,15.8,9.1,1,"quinto",0.739
"4018","4202404",334002,"6 - 100001 até 500000",47560.93,3,2,3,1,3,42.4,9.8,0,"quinto",0.806
"4019","4202438",3408,"1 - Até 5000",17242.21,1,2,3,1,3,25.2,7.8,0,"terceiro",0.647
"4020","4202453",16897,"3 - 10001 até 20000",26702.68,2,2,3,1,3,26.3,8.7,0,"quinto",0.781
"4021","4202503",4598,"1 - Até 5000",18169.49,2,3,3,1,3,28.9,6.8,1,"quarto",0.696
"4022","4202537",2771,"1 - Até 5000",20443.36,2,3,3,1,3,35,7.2,0,"quarto",0.718
"4023","4202578",2158,"1 - Até 5000",19331.22,1,2,3,1,3,34.3,7,0,"quarto",0.712
"4024","4202602",9498,"2 - 5001 até 10000",24114.43,2,3,3,1,3,33.8,9.1,0,"quarto",0.699
"4025","4202701",4864,"1 - Até 5000",45953.46,2,2,3,1,3,0,8.8,1,"quarto",0.724
"4026","4202800",31319,"4 - 20001 até 50000",28998.14,1,2,3,2,3,0.3,8.3,0,"quinto",0.778
"4027","4202859",3627,"1 - Até 5000",48885.92,1,3,3,3,3,41.8,1.9,0,"quinto",0.78
"4028","4202875",2690,"1 - Até 5000",22424.23,1,2,3,0,3,0,7.4,1,"terceiro",0.661
"4029","4203006",75048,"5 - 50001 até 100000",36168.8,3,3,3,1,3,25.6,8.4,0,"quinto",0.735
"4030","4203105",6259,"2 - 5001 até 10000",29143.07,1,2,3,1,3,17.7,8,1,"quarto",0.728
"4031","4203154",3407,"1 - Até 5000",17761.15,2,2,3,1,3,11.8,8.6,1,"segundo",0.622
"4032","4203253",2682,"1 - Até 5000",26353.99,3,2,3,1,3,22,7.3,1,"terceiro",0.654
"4033","4203303",11982,"3 - 10001 até 20000",29778.42,1,3,3,1,3,32.8,8,1,"quarto",0.714
"4034","4203402",7358,"2 - 5001 até 10000",20196.34,1,2,3,1,3,19.2,6.8,1,"segundo",0.641
"4035","4203501",9098,"2 - 5001 até 10000",25130.79,2,2,3,2,3,35.9,5.7,1,"terceiro",0.69
"4036","4203600",34721,"4 - 20001 até 50000",49684.63,1,3,3,0,3,22.2,8.8,1,"quinto",0.742
"4037","4203709",11452,"3 - 10001 até 20000",16198.62,1,3,3,0,3,0,8.3,1,"quarto",0.697
"4038","4203808",54079,"5 - 50001 até 100000",26588.28,3,3,3,1,3,40.6,8.7,1,"quinto",0.757
"4039","4203907",21928,"4 - 20001 até 50000",34836.03,0,2,3,3,3,5,9.8,0,"quinto",0.752
"4040","4203956",23342,"4 - 20001 até 50000",30219.91,2,1,3,1,3,14.2,8.6,1,"quinto",0.767
"4041","4204004",10244,"3 - 10001 até 20000",35751.08,1,3,3,3,3,31.6,9.7,1,"quarto",0.714
"4042","4204103",4118,"1 - Até 5000",23509.24,2,3,3,1,3,39.1,9.8,0,"terceiro",0.691
"4043","4204152",2784,"1 - Até 5000",15948.86,3,3,3,1,3,61.4,7.5,0,"quarto",0.719
"4044","4204178",3417,"1 - Até 5000",15610.15,2,2,3,1,3,28.4,9.4,1,"segundo",0.621
"4045","4204194",2892,"1 - Até 5000",20449.12,3,2,3,3,3,11.9,8.5,0,"quarto",0.704
"4046","4204202",202009,"6 - 100001 até 500000",39498.11,3,3,3,1,3,20.6,10,1,"quinto",0.79
"4047","4204251",16009,"3 - 10001 até 20000",37074.83,2,2,3,1,3,16.3,8.8,0,"quinto",0.78
"4048","4204301",72073,"5 - 50001 até 100000",30743.03,2,3,3,0,3,39.8,9.5,0,"quinto",0.8
"4049","4204350",4114,"1 - Até 5000",46956.7,1,3,3,3,3,22.6,8.2,1,"quinto",0.747
"4050","4204400",10236,"3 - 10001 até 20000",22873.51,2,3,3,1,3,28.3,9,0,"quinto",0.744
"4051","4204459",2527,"1 - Até 5000",15115.43,3,3,3,0,3,29,8.6,1,"quarto",0.696
"4052","4204509",14925,"3 - 10001 até 20000",25459.12,1,2,3,1,3,0,9.7,1,"quinto",0.78
"4053","4204558",14063,"3 - 10001 até 20000",34266.32,3,2,3,1,3,26.4,8.5,0,"quarto",0.702
"4054","4204608",204667,"6 - 100001 até 500000",31023.03,3,1,3,1,3,20.2,6.8,1,"quinto",0.788
